"","Order","Genus","Species","Binomial","AdultBodyMass_g","DietBreadth","HabitatBreadth","HomeRange_km2"
"2227","Rodentia","Tscherskia","triton","Tscherskia triton",25,NA,NA,NA
"2228","Rodentia","Tylomys","bullaris","Tylomys bullaris",280,NA,NA,NA
"2229","Rodentia","Tylomys","fulviventer","Tylomys fulviventer",NA,NA,NA,NA
"2230","Rodentia","Tylomys","mirae","Tylomys mirae",183.6,1,1,NA
"2231","Rodentia","Tylomys","nudicaudus","Tylomys nudicaudus",181.65,NA,1,NA
"2232","Rodentia","Tylomys","panamensis","Tylomys panamensis",NA,NA,NA,NA
"2233","Rodentia","Tylomys","tumbalensis","Tylomys tumbalensis",280,NA,NA,NA
"2234","Rodentia","Tylomys","watsoni","Tylomys watsoni",NA,NA,NA,NA
"2235","Rodentia","Tympanoctomys","barrerae","Tympanoctomys barrerae",86.02,1,2,NA
"2236","Rodentia","Typhlomys","cinereus","Typhlomys cinereus",NA,NA,NA,NA
"2237","Rodentia","Uranomys","ruddi","Uranomys ruddi",35.48,NA,NA,NA
"2238","Rodentia","Uromys","anak","Uromys anak",745.38,3,2,NA
"2239","Rodentia","Uromys","boeadii","Uromys boeadii",NA,NA,NA,NA
"2240","Rodentia","Uromys","caudimaculatus","Uromys caudimaculatus",644.42,6,2,NA
"2241","Rodentia","Uromys","emmae","Uromys emmae",NA,NA,NA,NA
"2242","Rodentia","Uromys","hadrourus","Uromys hadrourus",149.11,1,NA,NA
"2243","Rodentia","Uromys","imperator","Uromys imperator",1000,NA,NA,NA
"2244","Rodentia","Uromys","neobritannicus","Uromys neobritannicus",612.49,NA,NA,NA
"2245","Rodentia","Uromys","porculus","Uromys porculus",NA,NA,NA,NA
"2246","Rodentia","Uromys","rex","Uromys rex",419.99,NA,NA,NA
"2247","Rodentia","Uromys","siebersi","Uromys siebersi",NA,NA,NA,NA
"2248","Rodentia","Vandeleuria","nilagirica","Vandeleuria nilagirica",NA,NA,NA,NA
"2249","Rodentia","Vandeleuria","nolthenii","Vandeleuria nolthenii",NA,NA,NA,NA
"2250","Rodentia","Vandeleuria","oleracea","Vandeleuria oleracea",NA,NA,NA,NA
"2251","Rodentia","Vernaya","fulva","Vernaya fulva",NA,NA,NA,NA
"2252","Rodentia","Voalavo","gymnocaudus","Voalavo gymnocaudus",NA,NA,NA,NA
"2253","Rodentia","Volemys","millicens","Volemys millicens",NA,NA,NA,NA
"2254","Rodentia","Volemys","musseri","Volemys musseri",NA,NA,NA,NA
"2255","Rodentia","Wiedomys","pyrrhorhinos","Wiedomys pyrrhorhinos",46.7,2,2,NA
"2256","Rodentia","Wilfredomys","oenax","Wilfredomys oenax",46.8,NA,1,NA
"2257","Rodentia","Xenomys","nelsoni","Xenomys nelsoni",129.99,NA,2,NA
"2258","Rodentia","Xenuromys","barbatus","Xenuromys barbatus",975.3,4,1,NA
"2259","Rodentia","Xeromys","myoides","Xeromys myoides",45.2,1,2,NA
"2260","Rodentia","Xerus","erythropus","Xerus erythropus",602.23,NA,1,0.09
"2261","Rodentia","Xerus","inauris","Xerus inauris",572.6,4,2,NA
"2262","Rodentia","Xerus","princeps","Xerus princeps",624.9,3,3,NA
"2263","Rodentia","Xerus","rutilus","Xerus rutilus",316.96,4,1,0.03
"2264","Rodentia","Zapus","hudsonius","Zapus hudsonius",18.43,3,2,0.00185499
"2265","Rodentia","Zapus","princeps","Zapus princeps",27.2,3,NA,0.001944219
"2266","Rodentia","Zapus","trinotatus","Zapus trinotatus",27.45,3,NA,NA
"2267","Rodentia","Zelotomys","hildegardeae","Zelotomys hildegardeae",55.22,NA,NA,NA
"2268","Rodentia","Zelotomys","woosnami","Zelotomys woosnami",54.1,NA,NA,NA
"2269","Rodentia","Zenkerella","insignis","Zenkerella insignis",200,NA,2,NA
"2270","Rodentia","Zygodontomys","brevicauda","Zygodontomys brevicauda",52.22,3,1,NA
"2271","Rodentia","Zygodontomys","brunneus","Zygodontomys brunneus",75.59,NA,NA,NA
"2272","Rodentia","Zygogeomys","trichopus","Zygogeomys trichopus",473.54,4,2,NA
"2273","Rodentia","Zyzomys","argurus","Zyzomys argurus",40.42,NA,NA,0.001039588
"2274","Rodentia","Zyzomys","maini","Zyzomys maini",93.99,NA,NA,NA
"2275","Rodentia","Zyzomys","palatilis","Zyzomys palatilis",123,NA,NA,NA
"2276","Rodentia","Zyzomys","pedunculatus","Zyzomys pedunculatus",100,NA,NA,NA
"2277","Rodentia","Zyzomys","woodwardi","Zyzomys woodwardi",95.02,NA,NA,NA
