"","Order","Genus","Species","Binomial","AdultBodyMass_g","DietBreadth","HabitatBreadth","HomeRange_km2"
"964","Rodentia","Makalata","grandis","Makalata grandis",584,NA,1,NA
"965","Rodentia","Makalata","macrura","Makalata macrura",439,NA,NA,NA
"966","Rodentia","Makalata","obscura","Makalata obscura",108,NA,1,NA
"967","Rodentia","Makalata","occasius","Makalata occasius",NA,NA,NA,NA
"968","Rodentia","Makalata","rhipidura","Makalata rhipidura",315,NA,NA,NA
"969","Rodentia","Malacomys","cansdalei","Malacomys cansdalei",NA,NA,NA,NA
"970","Rodentia","Malacomys","edwardsi","Malacomys edwardsi",63.78,NA,NA,0.002848797
"971","Rodentia","Malacomys","longipes","Malacomys longipes",95.64,NA,1,NA
"972","Rodentia","Malacothrix","typica","Malacothrix typica",17.02,3,NA,NA
"973","Rodentia","Mallomys","aroaensis","Mallomys aroaensis",1663.99,1,3,NA
"974","Rodentia","Mallomys","gunung","Mallomys gunung",2041.47,1,1,NA
"975","Rodentia","Mallomys","istapantap","Mallomys istapantap",1990.43,2,3,NA
"976","Rodentia","Mallomys","rothschildi","Mallomys rothschildi",1157.5,1,2,NA
"977","Rodentia","Malpaisomys","insularis","Malpaisomys insularis",NA,NA,NA,NA
"978","Rodentia","Mammelomys","lanosus","Mammelomys lanosus",117.1,3,NA,NA
"979","Rodentia","Mammelomys","rattoides","Mammelomys rattoides",209.49,3,2,NA
"980","Rodentia","Margaretamys","elegans","Margaretamys elegans",NA,NA,NA,NA
"981","Rodentia","Margaretamys","parvus","Margaretamys parvus",NA,NA,NA,NA
"982","Rodentia","Margaretamys","beccarii","Margaretamys beccarii",NA,NA,NA,NA
"983","Rodentia","Marmota","baibacina","Marmota baibacina",NA,NA,NA,NA
"984","Rodentia","Marmota","bobak","Marmota bobak",NA,NA,NA,NA
"985","Rodentia","Marmota","broweri","Marmota broweri",NA,NA,NA,NA
"986","Rodentia","Marmota","caligata","Marmota caligata",2253.71,NA,NA,NA
"987","Rodentia","Marmota","camtschatica","Marmota camtschatica",NA,NA,NA,NA
"988","Rodentia","Marmota","caudata","Marmota caudata",4350,NA,NA,0.03
"989","Rodentia","Marmota","flaviventris","Marmota flaviventris",3709.73,4,2,0.01
"990","Rodentia","Marmota","himalayana","Marmota himalayana",NA,NA,NA,NA
"991","Rodentia","Marmota","marmota","Marmota marmota",4059.15,3,NA,0.01
"992","Rodentia","Marmota","menzbieri","Marmota menzbieri",NA,4,1,NA
"993","Rodentia","Marmota","monax","Marmota monax",3880.93,3,1,0.01
"994","Rodentia","Marmota","olympus","Marmota olympus",6299.99,NA,NA,NA
"995","Rodentia","Marmota","sibirica","Marmota sibirica",NA,NA,NA,NA
"996","Rodentia","Marmota","vancouverensis","Marmota vancouverensis",5232.43,4,2,NA
"997","Rodentia","Massoutiera","mzabi","Massoutiera mzabi",194,3,NA,NA
"998","Rodentia","Mastacomys","fuscus","Mastacomys fuscus",125.72,NA,NA,0.000491678
"999","Rodentia","Mastomys","awashensis","Mastomys awashensis",NA,NA,NA,NA
"1000","Rodentia","Mastomys","coucha","Mastomys coucha",53.81,NA,NA,NA
"1001","Rodentia","Mastomys","erythroleucus","Mastomys erythroleucus",64.07,NA,NA,NA
"1002","Rodentia","Mastomys","huberti","Mastomys huberti",NA,NA,NA,NA
"1003","Rodentia","Mastomys","kollmannspergeri","Mastomys kollmannspergeri",NA,NA,NA,NA
"1004","Rodentia","Mastomys","natalensis","Mastomys natalensis",41.85,2,NA,0.000918251
"1005","Rodentia","Mastomys","pernanus","Mastomys pernanus",NA,NA,NA,NA
"1006","Rodentia","Mastomys","shortridgei","Mastomys shortridgei",46.5,NA,NA,NA
"1007","Rodentia","Maxomys","alticola","Maxomys alticola",158.96,NA,NA,NA
"1008","Rodentia","Maxomys","baeodon","Maxomys baeodon",158.96,NA,NA,NA
"1009","Rodentia","Maxomys","bartelsii","Maxomys bartelsii",88.46,NA,NA,NA
"1010","Rodentia","Maxomys","dollmani","Maxomys dollmani",NA,NA,NA,NA
"1011","Rodentia","Maxomys","hellwaldii","Maxomys hellwaldii",NA,NA,NA,NA
"1012","Rodentia","Maxomys","hylomyoides","Maxomys hylomyoides",NA,NA,NA,NA
"1013","Rodentia","Maxomys","inas","Maxomys inas",89.99,NA,NA,NA
"1014","Rodentia","Maxomys","inflatus","Maxomys inflatus",NA,NA,NA,NA
"1015","Rodentia","Maxomys","moi","Maxomys moi",NA,NA,NA,NA
"1016","Rodentia","Maxomys","musschenbroekii","Maxomys musschenbroekii",NA,NA,NA,NA
"1017","Rodentia","Maxomys","ochraceiventer","Maxomys ochraceiventer",158.96,NA,NA,NA
"1018","Rodentia","Maxomys","pagensis","Maxomys pagensis",NA,NA,NA,NA
"1019","Rodentia","Maxomys","panglima","Maxomys panglima",158.96,NA,NA,NA
"1020","Rodentia","Maxomys","rajah","Maxomys rajah",150,NA,NA,NA
"1021","Rodentia","Maxomys","surifer","Maxomys surifer",150.48,NA,NA,NA
"1022","Rodentia","Maxomys","wattsi","Maxomys wattsi",NA,NA,NA,NA
"1023","Rodentia","Maxomys","whiteheadi","Maxomys whiteheadi",54.33,NA,NA,NA
"1024","Rodentia","Megadendromus","nikolausi","Megadendromus nikolausi",52,NA,NA,NA
"1025","Rodentia","Megadontomys","cryophilus","Megadontomys cryophilus",NA,NA,NA,NA
"1026","Rodentia","Megadontomys","nelsoni","Megadontomys nelsoni",NA,NA,NA,NA
"1027","Rodentia","Megadontomys","thomasi","Megadontomys thomasi",110.52,NA,NA,NA
"1028","Rodentia","Megalomys","desmarestii","Megalomys desmarestii",NA,NA,NA,NA
"1029","Rodentia","Megalomys","luciae","Megalomys luciae",NA,NA,NA,NA
"1030","Rodentia","Megaoryzomys","curioi","Megaoryzomys curioi",NA,NA,NA,NA
"1031","Rodentia","Melanomys","caliginosus","Melanomys caliginosus",41,NA,NA,NA
"1032","Rodentia","Melanomys","robustulus","Melanomys robustulus",53.5,NA,NA,NA
"1033","Rodentia","Melanomys","zunigae","Melanomys zunigae",53.5,NA,NA,NA
"1034","Rodentia","Melasmothrix","naso","Melasmothrix naso",NA,NA,NA,NA
"1035","Rodentia","Melomys","aerosus","Melomys aerosus",NA,NA,NA,NA
"1036","Rodentia","Melomys","arcium","Melomys arcium",NA,NA,NA,NA
"1037","Rodentia","Melomys","bannisteri","Melomys bannisteri",NA,NA,NA,NA
"1038","Rodentia","Melomys","bougainville","Melomys bougainville",85.99,NA,NA,NA
"1039","Rodentia","Melomys","burtoni","Melomys burtoni",71.29,NA,NA,NA
"1040","Rodentia","Melomys","capensis","Melomys capensis",70,NA,NA,NA
"1041","Rodentia","Melomys","caurinus","Melomys caurinus",NA,NA,NA,NA
"1042","Rodentia","Melomys","cervinipes","Melomys cervinipes",71.2,NA,2,NA
"1043","Rodentia","Melomys","cooperae","Melomys cooperae",NA,NA,NA,NA
"1044","Rodentia","Melomys","dollmani","Melomys dollmani",NA,NA,NA,NA
"1045","Rodentia","Melomys","fraterculus","Melomys fraterculus",NA,NA,NA,NA
"1046","Rodentia","Melomys","frigicola","Melomys frigicola",NA,NA,NA,NA
"1047","Rodentia","Melomys","fulgens","Melomys fulgens",NA,NA,NA,NA
"1048","Rodentia","Melomys","howi","Melomys howi",NA,NA,NA,NA
"1049","Rodentia","Melomys","leucogaster","Melomys leucogaster",104.17,3,2,NA
"1050","Rodentia","Melomys","lutillus","Melomys lutillus",NA,3,2,NA
"1051","Rodentia","Melomys","matambuai","Melomys matambuai",144.99,NA,NA,NA
"1052","Rodentia","Melomys","obiensis","Melomys obiensis",71,NA,NA,NA
"1053","Rodentia","Melomys","paveli","Melomys paveli",NA,NA,NA,NA
"1054","Rodentia","Melomys","rubicola","Melomys rubicola",100,NA,NA,NA
"1055","Rodentia","Melomys","rufescens","Melomys rufescens",60.1,3,2,NA
"1056","Rodentia","Melomys","spechti","Melomys spechti",NA,NA,NA,NA
"1057","Rodentia","Melomys","talaudium","Melomys talaudium",NA,NA,NA,NA
"1058","Rodentia","Menetes","berdmorei","Menetes berdmorei",NA,NA,1,NA
"1059","Rodentia","Meriones","meridianus","Meriones meridianus",NA,NA,NA,NA
"1060","Rodentia","Meriones","persicus","Meriones persicus",107.52,NA,NA,NA
"1061","Rodentia","Meriones","rex","Meriones rex",NA,NA,NA,NA
"1062","Rodentia","Meriones","sacramenti","Meriones sacramenti",NA,NA,NA,NA
"1063","Rodentia","Meriones","shawi","Meriones shawi",90.6,NA,NA,NA
"1064","Rodentia","Meriones","tamariscinus","Meriones tamariscinus",NA,NA,NA,NA
"1065","Rodentia","Meriones","tristrami","Meriones tristrami",111.62,NA,NA,NA
"1066","Rodentia","Meriones","unguiculatus","Meriones unguiculatus",57.75,NA,NA,NA
"1067","Rodentia","Meriones","vinogradovi","Meriones vinogradovi",117,NA,NA,NA
"1068","Rodentia","Meriones","zarudnyi","Meriones zarudnyi",NA,NA,NA,NA
"1069","Rodentia","Meriones","dahli","Meriones dahli",NA,NA,NA,NA
"1070","Rodentia","Meriones","grandis","Meriones grandis",NA,NA,NA,NA
"1071","Rodentia","Meriones","hurrianae","Meriones hurrianae",71.02,NA,NA,0.000103565
"1072","Rodentia","Meriones","libycus","Meriones libycus",91.33,NA,NA,NA
"1073","Rodentia","Meriones","arimalius","Meriones arimalius",NA,NA,NA,NA
"1074","Rodentia","Meriones","chengi","Meriones chengi",NA,NA,NA,NA
"1075","Rodentia","Meriones","crassus","Meriones crassus",69.94,4,2,NA
"1076","Rodentia","Mesembriomys","gouldii","Mesembriomys gouldii",716.49,NA,NA,NA
"1077","Rodentia","Mesembriomys","macrurus","Mesembriomys macrurus",294.28,NA,NA,NA
"1078","Rodentia","Mesocapromys","angelcabrerai","Mesocapromys angelcabrerai",NA,3,1,NA
"1079","Rodentia","Mesocapromys","auritus","Mesocapromys auritus",NA,3,1,NA
"1080","Rodentia","Mesocapromys","melanurus","Mesocapromys melanurus",NA,3,1,NA
"1081","Rodentia","Mesocapromys","nanus","Mesocapromys nanus",NA,3,1,NA
"1082","Rodentia","Mesocapromys","sanfelipensis","Mesocapromys sanfelipensis",NA,3,1,NA
"1083","Rodentia","Mesocricetus","auratus","Mesocricetus auratus",98.6,4,1,NA
"1084","Rodentia","Mesocricetus","brandti","Mesocricetus brandti",198,NA,NA,NA
"1085","Rodentia","Mesocricetus","newtoni","Mesocricetus newtoni",97.5,NA,NA,NA
"1086","Rodentia","Mesocricetus","raddei","Mesocricetus raddei",NA,NA,NA,NA
"1087","Rodentia","Mesomys","hispidus","Mesomys hispidus",175,3,1,NA
"1088","Rodentia","Mesomys","leniceps","Mesomys leniceps",108,NA,1,NA
"1089","Rodentia","Mesomys","occultus","Mesomys occultus",NA,NA,NA,NA
"1090","Rodentia","Mesomys","stimulax","Mesomys stimulax",108,NA,1,NA
"1091","Rodentia","Micaelamys","granti","Micaelamys granti",40,NA,NA,NA
"1092","Rodentia","Micaelamys","namaquensis","Micaelamys namaquensis",57.1,NA,NA,NA
"1093","Rodentia","Microakodontomys","transitorius","Microakodontomys transitorius",NA,NA,NA,NA
"1094","Rodentia","Microcavia","australis","Microcavia australis",261.49,5,3,0.002938105
"1095","Rodentia","Microcavia","niata","Microcavia niata",254.67,2,NA,NA
"1096","Rodentia","Microcavia","shiptoni","Microcavia shiptoni",185,NA,NA,NA
"1097","Rodentia","Microdillus","peeli","Microdillus peeli",NA,NA,NA,NA
"1098","Rodentia","Microdipodops","megacephalus","Microdipodops megacephalus",12.3,2,2,0.004385806
"1099","Rodentia","Microdipodops","pallidus","Microdipodops pallidus",13.36,2,2,NA
"1100","Rodentia","Microhydromys","musseri","Microhydromys musseri",NA,1,1,NA
"1101","Rodentia","Microhydromys","richardsoni","Microhydromys richardsoni",10.25,1,1,NA
"1102","Rodentia","Micromys","minutus","Micromys minutus",6.99,NA,NA,NA
"1103","Rodentia","Microryzomys","altissimus","Microryzomys altissimus",13.49,NA,NA,NA
"1104","Rodentia","Microryzomys","minutus","Microryzomys minutus",13.49,NA,2,NA
"1105","Rodentia","Microsciurus","alfari","Microsciurus alfari",87.49,NA,2,NA
"1106","Rodentia","Microsciurus","flaviventer","Microsciurus flaviventer",92,1,1,NA
"1107","Rodentia","Microsciurus","mimulus","Microsciurus mimulus",120,1,2,NA
"1108","Rodentia","Microsciurus","santanderensis","Microsciurus santanderensis",99.79,NA,NA,NA
"1109","Rodentia","Microtus","lusitanicus","Microtus lusitanicus",NA,NA,NA,NA
"1110","Rodentia","Microtus","majori","Microtus majori",NA,NA,NA,NA
"1111","Rodentia","Microtus","maximowiczii","Microtus maximowiczii",NA,NA,NA,NA
"1112","Rodentia","Microtus","mexicanus","Microtus mexicanus",34.88,NA,NA,0.000876185
"1113","Rodentia","Microtus","middendorffii","Microtus middendorffii",NA,NA,NA,NA
"1114","Rodentia","Microtus","miurus","Microtus miurus",41,NA,NA,0.000871042
"1115","Rodentia","Microtus","mongolicus","Microtus mongolicus",NA,NA,NA,NA
"1116","Rodentia","Microtus","montanus","Microtus montanus",42.85,NA,NA,0.000118315
"1117","Rodentia","Microtus","montebelli","Microtus montebelli",29.49,NA,NA,NA
"1118","Rodentia","Microtus","mujanensis","Microtus mujanensis",NA,NA,NA,NA
"1119","Rodentia","Microtus","multiplex","Microtus multiplex",23.16,NA,NA,NA
"1120","Rodentia","Microtus","oaxacensis","Microtus oaxacensis",36.52,NA,NA,NA
"1121","Rodentia","Microtus","ochrogaster","Microtus ochrogaster",42.5,4,2,0.000255014
"1122","Rodentia","Microtus","oeconomus","Microtus oeconomus",33.1,NA,NA,0.001176411
"1123","Rodentia","Microtus","oregoni","Microtus oregoni",20.35,2,2,0.000533681
"1124","Rodentia","Microtus","paradoxus","Microtus paradoxus",NA,NA,NA,NA
"1125","Rodentia","Microtus","pennsylvanicus","Microtus pennsylvanicus",42.53,5,NA,0.000277446
"1126","Rodentia","Microtus","pinetorum","Microtus pinetorum",25.95,5,2,0.001048491
"1127","Rodentia","Microtus","qazvinensis","Microtus qazvinensis",NA,NA,NA,NA
"1128","Rodentia","Microtus","quasiater","Microtus quasiater",40,NA,NA,NA
"1129","Rodentia","Microtus","richardsoni","Microtus richardsoni",85.5,2,2,0.000285368
"1130","Rodentia","Microtus","sachalinensis","Microtus sachalinensis",NA,NA,NA,NA
"1131","Rodentia","Microtus","savii","Microtus savii",20,NA,NA,NA
"1132","Rodentia","Microtus","schelkovnikovi","Microtus schelkovnikovi",NA,NA,NA,NA
"1133","Rodentia","Microtus","schidlovskii","Microtus schidlovskii",NA,NA,NA,NA
"1134","Rodentia","Microtus","socialis","Microtus socialis",48,NA,NA,NA
"1135","Rodentia","Microtus","subterraneus","Microtus subterraneus",17.74,NA,NA,NA
"1136","Rodentia","Microtus","tatricus","Microtus tatricus",NA,NA,NA,NA
"1137","Rodentia","Microtus","thomasi","Microtus thomasi",NA,NA,NA,NA
"1138","Rodentia","Microtus","townsendii","Microtus townsendii",52.02,2,3,0.000576965
"1139","Rodentia","Microtus","transcaspicus","Microtus transcaspicus",NA,NA,NA,NA
"1140","Rodentia","Microtus","umbrosus","Microtus umbrosus",41.99,NA,NA,NA
"1141","Rodentia","Microtus","xanthognathus","Microtus xanthognathus",92.65,3,NA,0.001022511
"1142","Rodentia","Microtus","abbreviatus","Microtus abbreviatus",66.06,NA,NA,NA
"1143","Rodentia","Microtus","agrestis","Microtus agrestis",35.87,NA,NA,0.000683908
"1144","Rodentia","Microtus","anatolicus","Microtus anatolicus",NA,NA,NA,NA
"1145","Rodentia","Microtus","arvalis","Microtus arvalis",26.9,NA,NA,0.000531047
"1146","Rodentia","Microtus","bavaricus","Microtus bavaricus",NA,3,1,NA
"1147","Rodentia","Microtus","brachycercus","Microtus brachycercus",NA,NA,NA,NA
"1148","Rodentia","Microtus","breweri","Microtus breweri",NA,1,2,NA
"1149","Rodentia","Microtus","cabrerae","Microtus cabrerae",52.5,NA,NA,NA
"1150","Rodentia","Microtus","californicus","Microtus californicus",57.42,NA,NA,6.67285e-05
"1151","Rodentia","Microtus","canicaudus","Microtus canicaudus",29.93,NA,2,8.42627e-05
"1152","Rodentia","Microtus","chrotorrhinus","Microtus chrotorrhinus",38.99,1,2,NA
"1153","Rodentia","Microtus","clarkei","Microtus clarkei",NA,NA,NA,NA
"1154","Rodentia","Microtus","daghestanicus","Microtus daghestanicus",NA,NA,NA,NA
"1155","Rodentia","Microtus","dogramacii","Microtus dogramacii",NA,NA,NA,NA
"1156","Rodentia","Microtus","duodecimcostatus","Microtus duodecimcostatus",22.71,NA,NA,NA
"1157","Rodentia","Microtus","evoronensis","Microtus evoronensis",NA,NA,NA,NA
"1158","Rodentia","Microtus","felteni","Microtus felteni",NA,NA,NA,NA
"1159","Rodentia","Microtus","fortis","Microtus fortis",NA,NA,NA,NA
"1160","Rodentia","Microtus","gerbei","Microtus gerbei",NA,NA,NA,NA
"1161","Rodentia","Microtus","gregalis","Microtus gregalis",NA,NA,NA,NA
"1162","Rodentia","Microtus","guatemalensis","Microtus guatemalensis",41.99,NA,NA,NA
"1163","Rodentia","Microtus","guentheri","Microtus guentheri",49.99,NA,NA,NA
"1164","Rodentia","Microtus","ilaeus","Microtus ilaeus",NA,NA,NA,NA
"1165","Rodentia","Microtus","irani","Microtus irani",NA,NA,NA,NA
"1166","Rodentia","Microtus","kikuchii","Microtus kikuchii",46.3,NA,NA,NA
"1167","Rodentia","Microtus","levis","Microtus levis",35.49,NA,NA,NA
"1168","Rodentia","Microtus","liechtensteini","Microtus liechtensteini",NA,NA,NA,NA
"1169","Rodentia","Microtus","limnophilus","Microtus limnophilus",NA,NA,NA,NA
"1170","Rodentia","Microtus","longicaudus","Microtus longicaudus",44.8,4,NA,NA
"1171","Rodentia","Millardia","gleadowi","Millardia gleadowi",NA,NA,NA,NA
"1172","Rodentia","Millardia","kathleenae","Millardia kathleenae",NA,NA,NA,NA
"1173","Rodentia","Millardia","kondana","Millardia kondana",NA,NA,NA,NA
"1174","Rodentia","Millardia","meltada","Millardia meltada",67.17,NA,NA,0.000926123
"1175","Rodentia","Monticolomys","koopmani","Monticolomys koopmani",25,NA,NA,NA
"1176","Rodentia","Muriculus","imberbis","Muriculus imberbis",18.5,NA,NA,NA
"1177","Rodentia","Mus","baoulei","Mus baoulei",NA,NA,NA,NA
"1178","Rodentia","Mus","booduga","Mus booduga",13.78,NA,NA,0.000967874
"1179","Rodentia","Mus","bufo","Mus bufo",8.88,NA,NA,NA
"1180","Rodentia","Mus","callewaerti","Mus callewaerti",NA,NA,NA,NA
"1181","Rodentia","Mus","caroli","Mus caroli",14.26,NA,NA,NA
"1182","Rodentia","Mus","cervicolor","Mus cervicolor",NA,NA,NA,NA
"1183","Rodentia","Mus","cookii","Mus cookii",NA,NA,NA,NA
"1184","Rodentia","Mus","crociduroides","Mus crociduroides",NA,NA,NA,NA
"1185","Rodentia","Mus","famulus","Mus famulus",NA,NA,NA,NA
"1186","Rodentia","Mus","fernandoni","Mus fernandoni",NA,NA,NA,NA
"1187","Rodentia","Mus","fragilicauda","Mus fragilicauda",NA,NA,NA,NA
"1188","Rodentia","Mus","goundae","Mus goundae",NA,NA,NA,NA
"1189","Rodentia","Mus","haussa","Mus haussa",NA,NA,NA,NA
"1190","Rodentia","Mus","indutus","Mus indutus",6.15,NA,NA,NA
"1191","Rodentia","Mus","macedonicus","Mus macedonicus",NA,NA,NA,NA
"1192","Rodentia","Mus","mahomet","Mus mahomet",10,NA,NA,NA
"1193","Rodentia","Mus","mattheyi","Mus mattheyi",NA,NA,NA,NA
"1194","Rodentia","Mus","mayori","Mus mayori",NA,NA,NA,NA
"1195","Rodentia","Mus","minutoides","Mus minutoides",6.43,3,1,NA
"1196","Rodentia","Mus","musculoides","Mus musculoides",8.23,NA,NA,NA
"1197","Rodentia","Mus","musculus","Mus musculus",19.3,1,2,0.0005162
"1198","Rodentia","Mus","neavei","Mus neavei",NA,NA,NA,NA
"1199","Rodentia","Mus","orangiae","Mus orangiae",NA,NA,NA,NA
"1200","Rodentia","Mus","oubanguii","Mus oubanguii",NA,NA,NA,NA
"1201","Rodentia","Mus","pahari","Mus pahari",NA,NA,NA,NA
"1202","Rodentia","Mus","phillipsi","Mus phillipsi",NA,NA,NA,NA
"1203","Rodentia","Mus","platythrix","Mus platythrix",29.08,NA,NA,NA
"1204","Rodentia","Mus","saxicola","Mus saxicola",NA,NA,NA,NA
"1205","Rodentia","Mus","setulosus","Mus setulosus",11.18,NA,1,NA
"1206","Rodentia","Mus","setzeri","Mus setzeri",6.65,NA,NA,NA
"1207","Rodentia","Mus","shortridgei","Mus shortridgei",NA,NA,NA,NA
"1208","Rodentia","Mus","sorella","Mus sorella",NA,NA,NA,NA
"1209","Rodentia","Mus","spicilegus","Mus spicilegus",NA,1,2,0.000185212
"1210","Rodentia","Mus","spretus","Mus spretus",16.67,NA,NA,0.000203629
"1211","Rodentia","Mus","tenellus","Mus tenellus",NA,NA,NA,NA
"1212","Rodentia","Mus","terricolor","Mus terricolor",NA,NA,NA,NA
"1213","Rodentia","Mus","triton","Mus triton",12.62,NA,NA,NA
"1214","Rodentia","Mus","vulcani","Mus vulcani",NA,NA,NA,NA
"1215","Rodentia","Muscardinus","avellanarius","Muscardinus avellanarius",29.19,8,1,0.003271485
"1216","Rodentia","Mylomys","dybowskii","Mylomys dybowskii",110.96,NA,NA,NA
"1217","Rodentia","Mylomys","rex","Mylomys rex",NA,NA,NA,NA
"1218","Rodentia","Myocastor","coypus","Myocastor coypus",6361.55,6,3,0.02
"1219","Rodentia","Myodes","andersoni","Myodes andersoni",NA,NA,NA,NA
"1220","Rodentia","Myodes","californicus","Myodes californicus",18.3,NA,NA,0.001246353
"1221","Rodentia","Myodes","centralis","Myodes centralis",NA,NA,NA,NA
"1222","Rodentia","Myodes","gapperi","Myodes gapperi",19.83,6,NA,0.000463061
"1223","Rodentia","Myodes","glareolus","Myodes glareolus",20.73,5,2,0.000951778
"1224","Rodentia","Myodes","imaizumii","Myodes imaizumii",NA,NA,NA,NA
"1225","Rodentia","Myodes","regulus","Myodes regulus",NA,NA,NA,NA
"1226","Rodentia","Myodes","rex","Myodes rex",NA,NA,NA,NA
"1227","Rodentia","Myodes","rufocanus","Myodes rufocanus",36.43,NA,NA,NA
"1228","Rodentia","Myodes","rutilus","Myodes rutilus",19.94,4,NA,NA
"1229","Rodentia","Myodes","shanseius","Myodes shanseius",NA,NA,NA,NA
"1230","Rodentia","Myodes","smithii","Myodes smithii",34.94,NA,NA,NA
"1231","Rodentia","Myomimus","personatus","Myomimus personatus",NA,NA,NA,NA
"1232","Rodentia","Myomimus","roachi","Myomimus roachi",NA,NA,NA,NA
"1233","Rodentia","Myomimus","setzeri","Myomimus setzeri",NA,NA,NA,NA
"1234","Rodentia","Myomyscus","angolensis","Myomyscus angolensis",NA,NA,NA,NA
"1235","Rodentia","Myomyscus","brockmani","Myomyscus brockmani",NA,NA,NA,NA
"1236","Rodentia","Myomyscus","verreauxii","Myomyscus verreauxii",41,NA,NA,NA
"1237","Rodentia","Myomyscus","yemeni","Myomyscus yemeni",NA,NA,NA,NA
"1238","Rodentia","Myoprocta","acouchy","Myoprocta acouchy",954.87,2,1,0.008591924
"1239","Rodentia","Myoprocta","pratti","Myoprocta pratti",966.73,NA,NA,NA
"1240","Rodentia","Myopus","schisticolor","Myopus schisticolor",29.99,NA,NA,0.000766498
"1241","Rodentia","Myosciurus","pumilio","Myosciurus pumilio",16.44,4,1,NA
"1242","Rodentia","Myospalax","aspalax","Myospalax aspalax",NA,NA,NA,NA
"1243","Rodentia","Myospalax","myospalax","Myospalax myospalax",225,NA,NA,NA
"1244","Rodentia","Myospalax","psilurus","Myospalax psilurus",259.21,NA,NA,NA
"1245","Rodentia","Myotomys","sloggetti","Myotomys sloggetti",106.25,NA,NA,NA
"1246","Rodentia","Myotomys","unisulcatus","Myotomys unisulcatus",102.5,1,NA,NA
"1247","Rodentia","Mysateles","garridoi","Mysateles garridoi",NA,3,1,NA
"1248","Rodentia","Mysateles","meridionalis","Mysateles meridionalis",NA,NA,NA,NA
"1249","Rodentia","Mysateles","prehensilis","Mysateles prehensilis",NA,3,1,NA
"1250","Rodentia","Mystromys","albicaudatus","Mystromys albicaudatus",86.85,NA,NA,NA
"1251","Rodentia","Nannosciurus","melanotis","Nannosciurus melanotis",NA,NA,NA,NA
"1252","Rodentia","Napaeozapus","insignis","Napaeozapus insignis",22.25,5,2,0.01
"1253","Rodentia","Neacomys","dubosti","Neacomys dubosti",NA,NA,NA,NA
"1254","Rodentia","Neacomys","guianae","Neacomys guianae",15.87,3,1,NA
"1255","Rodentia","Neacomys","minutus","Neacomys minutus",NA,NA,NA,NA
"1256","Rodentia","Neacomys","musseri","Neacomys musseri",NA,NA,NA,NA
"1257","Rodentia","Neacomys","paracou","Neacomys paracou",NA,NA,NA,NA
"1258","Rodentia","Neacomys","pictus","Neacomys pictus",NA,3,1,NA
"1259","Rodentia","Neacomys","spinosus","Neacomys spinosus",19,3,1,NA
"1260","Rodentia","Neacomys","tenuipes","Neacomys tenuipes",19,4,1,NA
"1261","Rodentia","Necromys","punctulatus","Necromys punctulatus",37.3,NA,NA,NA
"1262","Rodentia","Necromys","temchuki","Necromys temchuki",47.2,NA,NA,NA
"1263","Rodentia","Necromys","urichi","Necromys urichi",44.84,4,1,NA
"1264","Rodentia","Necromys","amoenus","Necromys amoenus",27.09,NA,NA,NA
"1265","Rodentia","Necromys","benefactus","Necromys benefactus",NA,NA,NA,NA
"1266","Rodentia","Necromys","lactens","Necromys lactens",32.9,NA,NA,NA
"1267","Rodentia","Necromys","lasiurus","Necromys lasiurus",39.93,2,1,NA
"1268","Rodentia","Necromys","lenguarum","Necromys lenguarum",NA,NA,NA,NA
"1269","Rodentia","Necromys","obscurus","Necromys obscurus",40.69,3,3,NA
"1270","Rodentia","Nectomys","apicalis","Nectomys apicalis",NA,NA,NA,NA
"1271","Rodentia","Nectomys","magdalenae","Nectomys magdalenae",NA,NA,NA,NA
"1272","Rodentia","Nectomys","palmipes","Nectomys palmipes",NA,NA,1,NA
"1273","Rodentia","Nectomys","rattus","Nectomys rattus",248.8,3,1,NA
"1274","Rodentia","Nectomys","squamipes","Nectomys squamipes",184.98,7,2,0.00155313
"1275","Rodentia","Nelsonia","goldmani","Nelsonia goldmani",NA,NA,NA,NA
"1276","Rodentia","Nelsonia","neotomodon","Nelsonia neotomodon",80,NA,NA,NA
"1277","Rodentia","Neodon","forresti","Neodon forresti",NA,NA,NA,NA
"1278","Rodentia","Neodon","irene","Neodon irene",NA,NA,NA,NA
"1279","Rodentia","Neodon","juldaschi","Neodon juldaschi",NA,NA,NA,NA
"1280","Rodentia","Neodon","sikimensis","Neodon sikimensis",NA,NA,NA,NA
"1281","Rodentia","Neofiber","alleni","Neofiber alleni",265.38,3,2,3.79558e-05
"1282","Rodentia","Neotoma","albigula","Neotoma albigula",208.18,2,1,0.000197477
"1283","Rodentia","Neotoma","angustapalata","Neotoma angustapalata",198,NA,NA,NA
"1284","Rodentia","Neotoma","anthonyi","Neotoma anthonyi",195.4,NA,NA,NA
"1285","Rodentia","Neotoma","bryanti","Neotoma bryanti",182,NA,NA,NA
"1286","Rodentia","Neotoma","bunkeri","Neotoma bunkeri",375,NA,NA,NA
"1287","Rodentia","Neotoma","chrysomelas","Neotoma chrysomelas",NA,NA,NA,NA
"1288","Rodentia","Neotoma","cinerea","Neotoma cinerea",285.89,3,NA,0.03
"1289","Rodentia","Neotoma","devia","Neotoma devia",200,NA,NA,NA
"1290","Rodentia","Neotoma","floridana","Neotoma floridana",249.16,3,NA,0.001763588
"1291","Rodentia","Neotoma","fuscipes","Neotoma fuscipes",213.26,NA,NA,0.001759369
